lambda_op	Bop
2092.30769230769	0.107940543654122
2086.36363636364	0.106142929018973
2080.45325779037	0.103671408099432
2074.57627118644	0.101188476309706
2068.7323943662	0.0986958991127767
2062.92134831461	0.096859815476804
2057.14285714286	0.0952650542419901
2051.39664804469	0.0949169402564265
2045.68245125348	0.0948141449308962
2040	0.0958274551101665
2034.34903047091	0.0970232682943536
2028.72928176796	0.0986467914714838
2023.14049586777	0.100071151656828
2017.58241758242	0.101286863203991
2012.05479452055	0.10168626514795
2006.55737704918	0.101697374919469
2001.08991825613	0.100743924433869
1995.65217391304	0.0996308699548271
1990.24390243902	0.0983235893122169
1984.86486486486	0.0971749510249236
1979.51482479784	0.0965137966770832
1974.1935483871	0.0961420226454799
1968.90080428954	0.0961463893995977
1963.63636363636	0.0961657579534326
1958.4	0.0961941619359509
1953.1914893617	0.0958314171431181
1948.01061007958	0.0953777696904071
1942.85714285714	0.0944900639707885
1937.7308707124	0.0935933778773676
1932.63157894737	0.0926588935248435
1927.55905511811	0.0918711918088483
1922.51308900524	0.0913216957238383
1917.49347258486	0.0912063789105487
1912.5	0.0914178606122012
1907.53246753247	0.0923288846647082
1902.59067357513	0.0934610045024806
1897.67441860465	0.0951234053975517
1892.78350515464	0.0967750465666886
1887.9177377892	0.0981828335741284
1883.07692307692	0.0992683124494099
1878.26086956522	0.0996925915376938
1873.4693877551	0.0996107251165458
1868.70229007634	0.0990560058045732
1863.95939086294	0.0981810911696941
1859.24050632911	0.0971730244485342
1854.54545454545	0.0961210887180931
1849.87405541562	0.0950621455170075
1845.22613065327	0.0939827947834512
1840.6015037594	0.0928837932989564
1836	0.0917327664493559
1831.42144638404	0.0906020249653897
1826.86567164179	0.0894947683660217
1822.33250620347	0.0884889851145363
1817.82178217822	0.0875371859904432
1813.33333333333	0.0866483079405423
1808.86699507389	0.085769518086469
1804.4226044226	0.0848376455569614
1800	0.0838987841648711
1795.59902200489	0.0829352316236155
1791.21951219512	0.0819909254098167
1786.86131386861	0.0810743267472446
1782.52427184466	0.080139913655646
1778.20823244552	0.0791935840325291
1773.91304347826	0.0780910608072597
1769.63855421687	0.0769466358781429
1765.38461538462	0.0755926171710841
1761.15107913669	0.0742270423767857
1756.93779904306	0.0728276123800533
1752.7446300716	0.0714795941074522
1748.57142857143	0.0702244387864624
1744.41805225653	0.069107678015287
1740.28436018957	0.0681061619445935
1736.17021276596	0.0673476260448633
1732.07547169811	0.0666767285301272
1728	0.0662970877735617
1723.94366197183	0.0659517341877072
1719.90632318501	0.0656876376305997
1715.88785046729	0.0653662807568906
1711.88811188811	0.064913077515098
1707.90697674419	0.0643711853259762
1703.94431554524	0.0637377503872811
1700	0.0631913605011121
1696.07390300231	0.0626856749440461
1692.16589861751	0.0624200813566315
1688.27586206897	0.0621893797614912
1684.40366972477	0.0619465460565898
1680.54919908467	0.0616195742809139
1676.71232876712	0.0610391638128435
1672.89293849658	0.0603934479691395
1669.09090909091	0.059664119316591
1665.30612244898	0.0591820281447436
1661.53846153846	0.0588465027580277
1657.78781038375	0.0589752324602692
1654.05405405405	0.0592085467023476
1650.33707865169	0.0595463061323927
1646.63677130045	0.0598015802146157
1642.95302013423	0.0597178269389139
1639.28571428571	0.0594778794334934
1635.63474387528	0.0589884052422363
1632	0.0584945426183798
1628.38137472284	0.0579974266335946
1624.77876106195	0.057632170510534
1621.19205298013	0.057307745882286
1617.62114537445	0.056956605561771
1614.06593406593	0.056573899803512
1610.52631578947	0.056008660345661
1607.00218818381	0.0554086700716477
1603.49344978166	0.0547385785365812
1600	0.0541160887320269
1596.52173913043	0.0535374130599015
1593.05856832972	0.0530262001822417
1589.61038961039	0.0525425417879376
1586.17710583153	0.0520315688914595
1582.75862068966	0.0515125374118169
1579.35483870968	0.0509420648791046
1575.96566523605	0.0503782656924668
1572.59100642398	0.0498318089492617
1569.23076923077	0.0493052374363053
1565.88486140725	0.0488013465482582
1562.55319148936	0.0482742764210753
1559.23566878981	0.0477350757905758
1555.93220338983	0.0471297074595024
1552.64270613108	0.0465111890420874
1549.3670886076	0.0458628798435213
1546.10526315789	0.0452181249823839
1542.85714285714	0.0445856605691359
1539.62264150943	0.0439575513136066
1536.40167364017	0.0433356164869664
1533.19415448852	0.0427254855186678
1530	0.042123129137116
1526.81912681913	0.0415762181507323
1523.65145228216	0.0410438516745725
1520.49689440994	0.0405861888173704
1517.35537190083	0.0401300033418895
1514.22680412371	0.0396741471298094
1511.11111111111	0.0392029024834526
1508.00821355236	0.0387043076298339
1504.91803278689	0.0382319317455761
1501.84049079755	0.0377810642994712
1498.77551020408	0.0374622000239898
1495.72301425662	0.0371900439508108
1492.68292682927	0.0370785760628351
1489.65517241379	0.0369821507381161
1486.63967611336	0.0369050180632939
1483.63636363636	0.036796166350782
1480.64516129032	0.0366155484845211
1477.66599597586	0.036391437801664
1474.69879518072	0.0361230967008475
1471.74348697395	0.0358522955056624
1468.8	0.0355803634795055
1465.86826347305	0.0353322418090821
1462.94820717131	0.0350871740353225
1460.03976143141	0.0348367085403622
1457.14285714286	0.0345782912533545
1454.25742574257	0.0342963900591889
1451.38339920949	0.0340072160065472
1448.52071005917	0.0337088694898752
1445.66929133858	0.0334152842401988
1442.82907662083	0.0331244769322262
1440	0.0328455699467057
1437.18199608611	0.0325693995681953
1434.375	0.032306823601112
1431.57894736842	0.0320461516943321
1428.79377431907	0.0317931245906093
1426.01941747573	0.0315389476191289
1423.25581395349	0.0312829622177856
1420.50290135397	0.0310238750012855
1417.76061776062	0.030762522967143
1415.0289017341	0.0305221742624285
1412.30769230769	0.0302881963021315
1409.59692898273	0.0301247013733841
1406.89655172414	0.0299747803819777
1404.20650095602	0.0298856090352951
1401.52671755725	0.0297963587628966
1398.85714285714	0.0297069519154542
1396.19771863118	0.0295790802631097
1393.54838709677	0.0294163273767151
1390.90909090909	0.0292015166811229
1388.2797731569	0.0289658249357007
1385.66037735849	0.0287182748993329
1383.05084745763	0.0284715813794615
1380.45112781955	0.0282458371648213
1377.86116322702	0.0280195556235158
1375.2808988764	0.0277919032041905
1372.71028037383	0.0275486414704363
1370.14925373134	0.0272878395840149
1367.59776536313	0.0270196635929165
1365.05576208178	0.0267476916536355
1362.52319109462	0.0265088598553544
1360	0.0262777090829719
1357.48613678373	0.026091407472732
1354.9815498155	0.025905055023516
1352.4861878453	0.0257185304709885
1350	0.025532005918461
